"","Subfamily","Tribe","Genus","Species","Sex","Abundance","SU","Strata","Trap","Date","Month","CMR","Obs","Lep"
"637","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF5","Understory","Und3","02/22/17","February","376","",""
"638","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF5","Understory","Und3","02/22/17","February","","Scape",""
"639","Biblidinae","Epiphilini","Epiphile","Epiphile_orea","F",1,"NF5","Understory","Und3","02/22/17","February","374","",""
"640","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF5","Understory","Und3","02/22/17","February","","Scape",""
"641","Satyrinae","Satyrini","Carminda","Carminda_griseldis","F",1,"NF5","Canopy","Can3","02/22/17","February","","Voucher","366"
"642","Satyrinae","Brassolini","Opoptera","Opoptera_fruhstorferi","M",1,"NF5","Understory","Und4","02/22/17","February","377","",""
"643","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF5","Understory","Und4","02/22/17","February","378","",""
"644","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF5","Understory","Und4","02/22/17","February","382","",""
"645","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF5","Understory","Und5","02/22/17","February","381","",""
"646","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF5","Understory","Und5","02/22/17","February","379","",""
"647","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF5","Understory","Und5","02/22/17","February","380","",""
"648","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF4","Understory","Und2","02/22/17","February","382","",""
"649","Biblidinae","Callicorini","Diaethria","Diaethria_candrena","F",1,"NF4","Canopy","Can3","02/22/17","February","","Voucher","364"
"650","Charaxinae","Anaeini","Memphis","Memphis_moruus",NA,1,"NF4","Canopy","Can3","02/22/17","February","","Voucher","368"
"651","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF4","Understory","Und4","02/22/17","February","383","",""
"652","Biblidinae","Epiphilini","Epiphile","Epiphile_orea","F",1,"NF4","Canopy","Can4","02/22/17","February","384","",""
"653","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF4","Understory","Und5","02/22/17","February","385","",""
"654","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF4","Understory","Und5","02/22/17","February","386","",""
"655","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF1","Understory","Und1","02/23/17","February","387","",""
"656","Satyrinae","Satyrini","Euptychoides","Euptychoides_castrensis","F",1,"NF1","Canopy","Can2","02/23/17","February","388","",""
"657","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_pronophila","F",1,"NF1","Canopy","Can2","02/23/17","February","","Dead",""
"658","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF1","Understory","Und5","02/23/17","February","389","",""
"659","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF2","Understory","Und1","02/23/17","February","390","",""
"660","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus","M",1,"NF2","Canopy","Can4","02/23/17","February","391","",""
"661","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF2","Understory","Und4","02/23/17","February","392","",""
"662","Charaxinae","Anaeini","Zaretis","Zaretis_strigosus","F",1,"NF3","Canopy","Can1","02/23/17","February","","Scape",""
"663","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF3","Understory","Und4","02/23/17","February","393","",""
"664","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und4","02/23/17","February","394","",""
"665","Satyrinae","Brassolini","Opoptera","Opoptera_fruhstorferi","M",1,"NF3","Understory","Und5","02/23/17","February","395","",""
"666","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF6","Understory","Und1","02/24/17","February","398","",""
"667","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF6","Understory","Und1","02/24/17","February","396","",""
"668","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_quantius","M",1,"NF6","Understory","Und1","02/24/17","February","397","",""
"669","Satyrinae","Brassolini","Eryphanis","Eryphanis_reevesii","F",1,"NF6","Understory","Und2","02/24/17","February","398","",""
"670","Satyrinae","Brassolini","Caligo","Caligo_martia","M",1,"NF6","Understory","Und2","02/24/17","February","399","",""
"671","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF6","Understory","Und2","02/24/17","February","402","",""
"672","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","F",1,"NF6","Understory","Und2","02/24/17","February","400","",""
"673","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","F",1,"NF6","Understory","Und2","02/24/17","February","401","",""
"674","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_quantius","M",1,"NF6","Understory","Und2","02/24/17","February","403","",""
"675","Satyrinae","Brassolini","Opoptera","Opoptera_fruhstorferi","M",1,"NF6","Understory","Und3","02/24/17","February","404","",""
"676","Nymphalinae","Nymphalini","Smyrna","Smyrna_blomfildia","M",1,"NF6","Canopy","Can3","02/24/17","February","","Voucher","360"
"677","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF6","Understory","Und4","02/24/17","February","406","",""
"678","Satyrinae","Brassolini","Opoptera","Opoptera_fruhstorferi","M",1,"NF6","Understory","Und4","02/24/17","February","405","",""
"679","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_quantius","M",1,"NF6","Understory","Und4","02/24/17","February","407","",""
"680","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_quantius","F",1,"NF6","Understory","Und5","02/24/17","February","409","",""
"681","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF6","Understory","Und5","02/24/17","February","410","",""
"682","Satyrinae","Brassolini","Opoptera","Opoptera_fruhstorferi","M",1,"NF6","Understory","Und5","02/24/17","February","408","",""
"683","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima",NA,1,"NF6","Understory","Und5","02/24/17","February","411","",""
"684","Charaxinae","Anaeini","Zaretis","Zaretis_strigosus","M",1,"NF6","Canopy","Can5","02/24/17","February","412","",""
"685","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","M",1,"NF6","Canopy","Can5","02/24/17","February","","Dead",""
"686","Satyrinae","Brassolini","Opoptera","Opoptera_fruhstorferi","M",1,"NF5","Understory","Und1","02/24/17","February","413","",""
"687","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF5","Understory","Und2","02/24/17","February","415","",""
"688","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","F",1,"NF5","Understory","Und2","02/24/17","February","414","",""
"689","Satyrinae","Brassolini","Opoptera","Opoptera_fruhstorferi","M",1,"NF5","Understory","Und5","02/24/17","February","415","",""
"690","Charaxinae","Anaeini","Zaretis","Zaretis_strigosus","M",1,"NF4","Canopy","Can1","02/24/17","February","416","",""
"691","Biblidinae","Epiphilini","Epiphile","Epiphile_orea","M",1,"NF4","Canopy","Can3","02/24/17","February","418","",""
"692","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF4","Canopy","Can3","02/24/17","February","417","",""
"693","Biblidinae","Epiphilini","Epiphile","Epiphile_hubneri","M",1,"NF4","Canopy","Can4","02/24/17","February","419","",""
"694","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","M",1,"NF4","Canopy","Can5","02/24/17","February","420","",""
"695","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF1","Understory","Und4","02/25/17","February","421","",""
"696","Charaxinae","Preponini","Prepona","Prepona_pylene","M",1,"NF2","Canopy","Can1","02/25/17","February","422","",""
"697","Charaxinae","Preponini","Prepona","Prepona_pylene","F",1,"NF2","Canopy","Can2","02/25/17","February","423","",""
"698","Satyrinae","Morphini","Morpho","Morpho_epistrophus","F",1,"NF3","Understory","Und1","02/25/17","February","424","",""
"699","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und1","02/25/17","February","425","",""
"700","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und1","02/25/17","February","426","",""
"701","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und2","02/25/17","February","427","",""
"702","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und3","02/25/17","February","428","",""
"703","Satyrinae","Brassolini","Catoblepia","Catoblepia_amphirhoe","M",1,"NF3","Canopy","Can3","02/25/17","February","","Voucher","358"
"704","Biblidinae","Epiphilini","Epiphile","Epiphile_orea","M",1,"NF3","Canopy","Can3","02/25/17","February","429","",""
"705","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und4","02/25/17","February","430","",""
"706","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und4","02/25/17","February","431","",""
"707","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und4","02/25/17","February","432","",""
"708","Satyrinae","Morphini","Morpho","Morpho_epistrophus",NA,1,"NF3","Canopy","Can4","02/25/17","February","","Dead",""
"709","Satyrinae","Brassolini","Caligo","Caligo_martia","F",1,"NF3","Understory","Und5","02/25/17","February","433","",""
"710","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF2","Canopy","Can1","03/19/17","March","437","",""
"711","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF2","Canopy","Can1","03/19/17","March","438","",""
"712","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF2","Canopy","Can1","03/19/17","March","439","",""
"713","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF2","Canopy","Can1","03/19/17","March","440","",""
"714","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF2","Canopy","Can2","03/19/17","March","436","",""
"715","Satyrinae","Satyrini","Carminda","Carminda_paeon",NA,1,"NF2","Canopy","Can2","03/19/17","March","","Scape",""
"716","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF2","Canopy","Can4","03/19/17","March","435","",""
"717","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF1","Canopy","Can5","03/19/17","March","434","",""
"718","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima",NA,1,"NF1","Understory","Und5","03/19/17","March","","Next_trap",""
"719","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF6","Canopy","Can5","03/20/17","March","441","",""
"720","Satyrinae","Satyrini","Eteona","Eteona_tisiphone",NA,1,"NF6","Canopy","Can2","03/20/17","March","","Next_trap",""
"721","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus","M",1,"NF4","Canopy","Can3","03/20/17","March","442","",""
"722","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF4","Canopy","Can3","03/20/17","March","443","",""
"723","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima",NA,1,"NF4","Understory","Und4","03/20/17","March","","Next_trap",""
"724","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF4","Understory","Und4","03/20/17","March","","Trap_base",""
"725","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima",NA,1,"NF4","Understory","Und5","03/20/17","March","","Next_trap",""
"726","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima",NA,1,"NF4","Understory","Und5","03/20/17","March","","Next_trap",""
"727","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und1","03/20/17","March","444","",""
"728","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und1","03/20/17","March","445","",""
"729","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und2","03/20/17","March","446","",""
"730","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF5","Canopy","Can5","03/20/17","March","447","",""
"731","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF3","Understory","Und1","03/21/17","March","448","",""
"732","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und1","03/21/17","March","449","",""
"733","Satyrinae","Brassolini","Eryphanis","Eryphanis_reevesii",NA,1,"NF3","Understory","Und1","03/21/17","March","","Next_trap",""
"734","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und2","03/21/17","March","450","",""
"735","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima",NA,1,"NF3","Understory","Und2","03/21/17","March","","Next_trap",""
"736","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","M",1,"NF3","Canopy","Can2","03/21/17","March","451","",""
"737","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und3","03/21/17","March","452","",""
"738","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und3","03/21/17","March","453","",""
"739","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF3","Understory","Und3","03/21/17","March","455","",""
"740","Satyrinae","Satyrini","Paryphthimoides","Paryphthimoides_grimon","M",1,"NF3","Canopy","Can3","03/21/17","March","","Voucher","464"
"741","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und4","03/21/17","March","454","",""
"742","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und4","03/21/17","March","456","",""
"743","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF3","Understory","Und4","03/21/17","March","457","",""
"744","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF1","Canopy","Can1","03/21/17","March","458","",""
"745","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus",NA,1,"NF2","Canopy","Can5","03/21/17","March","","Next_trap",""
"746","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus","M",1,"NF2","Canopy","Can4","03/21/17","March","459","",""
"747","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF2","Understory","Und3","03/21/17","March","460","",""
"748","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF2","Understory","Und3","03/21/17","March","461","",""
"749","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus","F",1,"NF2","Canopy","Can3","03/21/17","March","462","",""
"750","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF2","Canopy","Can3","03/21/17","March","463","",""
"751","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF2","Understory","Und2","03/21/17","March","464","",""
"752","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF2","Understory","Und1","03/21/17","March","465","",""
"753","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF2","Understory","Und1","03/21/17","March","466","",""
"754","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF2","Understory","Und1","03/21/17","March","467","",""
"755","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus","F",1,"NF2","Canopy","Can1","03/21/17","March","468","",""
"756","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF2","Canopy","Can1","03/21/17","March","469","",""
"757","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_quantius","M",1,"NF6","Understory","Und1","03/22/17","March","470","",""
"758","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","F",1,"NF6","Understory","Und2","03/22/17","March","","Scape",""
"759","Satyrinae","Satyrini","Praepedaliodes","Praepedaliodes_phanias","M",1,"NF6","Canopy","Can2","03/22/17","March","","Dead",""
"760","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF6","Understory","Und3","03/22/17","March","471","",""
"761","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF6","Understory","Und3","03/22/17","March","472","",""
"762","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_quantius","F",1,"NF6","Understory","Und3","03/22/17","March","473","",""
"763","Satyrinae","Brassolini","Eryphanis","Eryphanis_reevesii","F",1,"NF6","Understory","Und4","03/22/17","March","","Voucher","465"
"764","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_quantius","M",1,"NF6","Understory","Und5","03/22/17","March","474","",""
"765","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF6","Understory","Und5","03/22/17","March","475","",""
"766","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF6","Canopy","Can5","03/22/17","March","476","",""
"767","Satyrinae","Satyrini","Eteona","Eteona_tisiphone",NA,1,"NF6","Canopy","Can5","03/22/17","March","477","",""
"768","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF4","Understory","Und1","03/22/17","March","478","",""
"769","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF4","Understory","Und1","03/22/17","March","479","",""
"770","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF4","Understory","Und1","03/22/17","March","489","",""
"771","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF4","Understory","Und2","03/22/17","March","","Scape",""
"772","Satyrinae","Morphini","Morpho","Morpho_epistrophus","F",1,"NF4","Understory","Und2","03/22/17","March","480","",""
"773","Satyrinae","Satyrini","Paryphthimoides","Paryphthimoides_grimon","F",1,"NF4","Canopy","Can2","03/22/17","March","","Voucher","466"
"774","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus",NA,1,"NF4","Canopy","Can2","03/22/17","March","","Scape",""
"775","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF4","Understory","Und3","03/22/17","March","481","",""
"776","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF4","Understory","Und3","03/22/17","March","482","",""
"777","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF4","Canopy","Can3","03/22/17","March","483","",""
"778","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF4","Canopy","Can3","03/22/17","March","484","",""
"779","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF4","Canopy","Can3","03/22/17","March","485","",""
"780","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF4","Understory","Und5","03/22/17","March","486","",""
"781","Satyrinae","Brassolini","Opoptera","Opoptera_fruhstorferi","M",1,"NF4","Understory","Und5","03/22/17","March","487","",""
"782","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF4","Understory","Und5","03/22/17","March","488","",""
"783","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und1","03/22/17","March","490","",""
"784","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und1","03/22/17","March","491","",""
"785","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF5","Understory","Und1","03/22/17","March","497","",""
"786","Biblidinae","Epiphilini","Epiphile","Epiphile_hubneri","M",1,"NF5","Canopy","Can1","03/22/17","March","","Voucher","474"
"787","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF5","Understory","Und2","03/22/17","March","492","",""
"788","Nymphalinae","Nymphalini","Smyrna","Smyrna_blomfildia","M",1,"NF5","Canopy","Can2","03/22/17","March","","Voucher","467"
"789","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF5","Canopy","Can2","03/22/17","March","493","",""
"790","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF5","Understory","Und3","03/22/17","March","494","",""
"791","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus","M",1,"NF5","Canopy","Can4","03/22/17","March","496","",""
"792","Charaxinae","Anaeini","Memphis","Memphis_moruus","M",1,"NF5","Canopy","Can4","03/22/17","March","495","",""
"793","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_pronophila","M",1,"NF5","Canopy","Can4","03/22/17","March","","Voucher","468"
"794","Charaxinae","Anaeini","Memphis","Memphis_moruus","M",1,"NF5","Canopy","Can4","03/22/17","March","","Voucher","469"
"795","Charaxinae","Anaeini","Memphis","Memphis_moruus","M",1,"NF5","Canopy","Can4","03/22/17","March","","Voucher","470"
"796","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus",NA,1,"NF5","Canopy","Can4","03/22/17","March","","Next_trap",""
"797","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus",NA,1,"NF5","Canopy","Can4","03/22/17","March","","Next_trap",""
"798","Satyrinae","Satyrini","Carminda","Carminda_paeon",NA,1,"NF5","Canopy","Can5","03/22/17","March","","Dead",""
"799","Satyrinae","Satyrini","Praepedaliodes","Praepedaliodes_phanias",NA,1,"NF3","Understory","Und1","03/23/17","March","","Scape",""
"800","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF3","Understory","Und1","03/23/17","March","499","",""
"801","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF3","Understory","Und1","03/23/17","March","497","",""
"802","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","M",1,"NF3","Understory","Und1","03/23/17","March","498","",""
"803","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus","M",1,"NF3","Canopy","Can1","03/23/17","March","500","",""
"804","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF3","Canopy","Can1","03/23/17","March","","Dead",""
"805","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_pronophila",NA,1,"NF3","Canopy","Can1","03/23/17","March","","Dead",""
"806","Satyrinae","Satyrini","Praepedaliodes","Praepedaliodes_phanias","M",1,"NF3","Canopy","Can1","03/23/17","March","","Voucher","473"
"807","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF3","Understory","Und2","03/23/17","March","501","",""
"808","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und2","03/23/17","March","502","",""
"809","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF3","Understory","Und2","03/23/17","March","503","",""
"810","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_pronophila","M",1,"NF3","Canopy","Can2","03/23/17","March","","Dead",""
"811","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF3","Canopy","Can2","03/23/17","March","","Dead",""
"812","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und3","03/23/17","March","504","",""
"813","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF3","Understory","Und3","03/23/17","March","505","",""
"814","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF3","Canopy","Can4","03/23/17","March","","Dead",""
"815","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","F",1,"NF3","Understory","Und4","03/23/17","March","506","",""
"816","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","M",1,"NF3","Understory","Und4","03/23/17","March","507","",""
"817","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","M",1,"NF3","Understory","Und4","03/23/17","March","","Dead",""
"818","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus",NA,1,"NF3","Canopy","Can5","03/23/17","March","","Next_trap",""
"819","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus","F",1,"NF1","Understory","Und1","03/23/17","March","508","",""
"820","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus","M",1,"NF1","Understory","Und1","03/23/17","March","509","",""
"821","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus","F",1,"NF1","Understory","Und1","03/23/17","March","510","",""
"822","Charaxinae","Anaeini","Zaretis","Zaretis_strigosus","F",1,"NF1","Canopy","Can1","03/23/17","March","511","",""
"823","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF1","Canopy","Can1","03/23/17","March","512","",""
"824","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF1","Canopy","Can1","03/23/17","March","","Dead",""
"825","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF1","Understory","Und2","03/23/17","March","514","",""
"826","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF1","Understory","Und3","03/23/17","March","515","",""
"827","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF1","Canopy","Can5","03/23/17","March","","",""
"828","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF1","Canopy","Can5","03/23/17","March","","Dead",""
"829","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF1","Canopy","Can5","03/23/17","March","","",""
"830","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF2","Canopy","Can5","03/23/17","March","","",""
"831","Satyrinae","Morphini","Morpho","Morpho_epistrophus","M",1,"NF2","Canopy","Can5","03/23/17","March","","",""
"832","Satyrinae","Satyrini","Carminda","Carminda_paeon",NA,1,"NF2","Canopy","Can5","03/23/17","March","","Dead",""
"833","Satyrinae","Morphini","Morpho","Morpho_epistrophus","F",1,"NF2","Understory","Und4","03/23/17","March","","",""
"834","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF2","Canopy","Can4","03/23/17","March","","",""
"835","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF2","Canopy","Can4","03/23/17","March","","",""
"836","Charaxinae","Preponini","Archaeoprepona","Archaeoprepona_amphimachus","F",1,"NF2","Understory","Und3","03/23/17","March","","",""
"837","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF2","Canopy","Can3","03/23/17","March","","",""
"838","Satyrinae","Satyrini","Carminda","Carminda_paeon","M",1,"NF2","Canopy","Can3","03/23/17","March","","Dead",""
"839","Satyrinae","Satyrini","Carminda","Carminda_paeon",NA,1,"NF2","Canopy","Can2","03/23/17","March","","Dead",""
"840","Biblidinae","Epiphilini","Epiphile","Epiphile_orea","M",1,"NF2","Canopy","Can1","03/23/17","March","","",""
"841","Satyrinae","Satyrini","Carminda","Carminda_paeon","F",1,"NF2","Canopy","Can1","03/23/17","March","","",""
"842","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_quantius","M",1,"NF6","Understory","Und1","03/24/17","March","","",""
"843","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_quantius","M",1,"NF6","Understory","Und1","03/24/17","March","","",""
"844","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_quantius","F",1,"NF6","Understory","Und1","03/24/17","March","","",""
"845","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_quantius","M",1,"NF6","Understory","Und1","03/24/17","March","","",""
"846","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","F",1,"NF6","Understory","Und1","03/24/17","March","","",""
"847","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","M",1,"NF6","Understory","Und1","03/24/17","March","","",""
"848","Satyrinae","Brassolini","Eryphanis","Eryphanis_reevesii","M",1,"NF6","Understory","Und2","03/24/17","March","","Voucher","471"
"849","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","F",1,"NF6","Understory","Und2","03/24/17","March","","",""
"850","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_necys","F",1,"NF6","Understory","Und2","03/24/17","March","","",""
"851","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF6","Understory","Und2","03/24/17","March","","",""
"852","Satyrinae","Satyrini","Taygetis","Taygetis_ypthima","F",1,"NF6","Understory","Und2","03/24/17","March","","",""
"853","Satyrinae","Satyrini","Forsterinaria","Forsterinaria_pronophila","F",1,"NF6","Understory","Und2","03/24/17","March","","",""
